species,cultivar,repetition,split,iqr,rmse,mean_bias,rpiq_adj
Almond,Malaguena,1,Validation,9.25,9.1,-4.2,1.0
Almond,Malaguena,2,Calibration,9.25,5.0,0.5,1.9
Almond,Malaguena,2,Validation,9.25,12.7,5.0,0.7
Almond,Malaguena,3,Calibration,9.25,7.1,-0.1,1.3
Almond,Malaguena,3,Validation,9.25,10.4,-5.9,0.9
Almond,Malaguena,4,Calibration,9.25,8.1,-0.5,1.1
Almond,Malaguena,4,Validation,9.25,12.6,-2.8,0.7
Almond,Malaguena,5,Calibration,9.25,8.0,0.0,1.2
Almond,Malaguena,5,Validation,9.25,10.3,-0.9,0.9
Almond,Malaguena,6,Calibration,9.25,4.6,0.5,2.0
Almond,Malaguena,6,Validation,9.25,14.3,5.2,0.6
Almond,Malaguena,7,Calibration,9.25,8.3,1.1,1.1
Almond,Malaguena,7,Validation,9.25,11.0,4.4,0.8
Almond,Malaguena,8,Calibration,9.25,5.3,-0.5,1.7
Almond,Malaguena,8,Validation,9.25,12.4,5.9,0.7
Almond,Malaguena,9,Calibration,9.25,7.6,0.4,1.2
Almond,Malaguena,9,Validation,9.25,11.2,-4.7,0.8
Almond,Malaguena,10,Calibration,9.25,7.3,0.0,1.3
Almond,Malaguena,10,Validation,9.25,9.2,4.9,1.0
Almond,Marcona,1,Calibration,10.25,7.4,0.2,1.4
Almond,Marcona,1,Validation,10.25,11.7,5.2,0.9
Almond,Marcona,2,Calibration,10.25,7.7,1.4,1.3
Almond,Marcona,2,Validation,10.25,10.5,1.4,1.0
Almond,Marcona,3,Calibration,10.25,7.0,-0.2,1.5
Almond,Marcona,3,Validation,10.25,12.9,-7.9,0.8
Almond,Marcona,4,Calibration,10.25,8.1,1.3,1.3
Almond,Marcona,4,Validation,10.25,9.9,2.9,1.0
Almond,Marcona,5,Calibration,10.25,9.1,0.2,1.1
Almond,Marcona,5,Validation,10.25,9.3,-3.8,1.1
Almond,Marcona,6,Calibration,10.25,8.3,-0.1,1.2
Almond,Marcona,6,Validation,10.25,8.3,0.9,1.2
Almond,Marcona,7,Calibration,10.25,8.6,1.6,1.2
Almond,Marcona,7,Validation,10.25,8.1,0.3,1.3
Almond,Marcona,8,Calibration,10.25,8.9,1.3,1.2
Almond,Marcona,8,Validation,10.25,7.3,-1.6,1.4
Almond,Marcona,9,Calibration,10.25,7.3,0.4,1.4
Almond,Marcona,9,Validation,10.25,12.2,4.4,0.8
Almond,Marcona,10,Calibration,10.25,7.5,0.1,1.4
Almond,Marcona,10,Validation,10.25,10.7,-1.1,1.0
Almond,Mazzetto,1,Calibration,11.25,3.7,-0.2,3.0
Almond,Mazzetto,1,Validation,11.25,5.2,-4.5,2.2
Almond,Mazzetto,2,Calibration,11.25,3.8,0.4,2.9
Almond,Mazzetto,2,Validation,11.25,4.5,1.9,2.5
Almond,Mazzetto,3,Calibration,11.25,3.5,0.1,3.2
Almond,Mazzetto,3,Validation,11.25,4.2,0.6,2.7
Almond,Mazzetto,4,Calibration,11.25,2.6,-0.1,4.4
Almond,Mazzetto,4,Validation,11.25,7.0,5.0,1.6
Almond,Mazzetto,5,Calibration,11.25,2.8,-0.1,4.1
Almond,Mazzetto,5,Validation,11.25,8.9,-7.3,1.3
Almond,Mazzetto,6,Calibration,11.25,3.6,-0.1,3.2
Almond,Mazzetto,6,Validation,11.25,4.4,2.4,2.6
Almond,Mazzetto,7,Calibration,11.25,3.3,0.0,3.4
Almond,Mazzetto,7,Validation,11.25,6.1,-2.1,1.8
Almond,Mazzetto,8,Calibration,11.25,3.3,-0.5,3.4
Almond,Mazzetto,8,Validation,11.25,3.9,2.5,2.9
Almond,Mazzetto,9,Calibration,11.25,2.6,0.0,4.3
Almond,Mazzetto,9,Validation,11.25,5.0,1.6,2.2
Almond,Mazzetto,10,Calibration,11.25,3.3,-0.5,3.4
Almond,Mazzetto,10,Validation,11.25,6.7,-1.6,1.7
Almond,Montrone,1,Calibration,8.25,4.6,0.5,1.8
Almond,Montrone,1,Validation,8.25,11.4,4.8,0.7
Almond,Montrone,2,Calibration,8.25,3.5,0.4,2.4
Almond,Montrone,2,Validation,8.25,11.4,6.3,0.7
Almond,Montrone,3,Calibration,8.25,5.1,0.7,1.6
Almond,Montrone,3,Validation,8.25,11.7,-1.7,0.7
Almond,Montrone,4,Calibration,8.25,6.6,0.5,1.2
Almond,Montrone,4,Validation,8.25,8.0,-5.2,1.0
Almond,Montrone,5,Calibration,8.25,6.4,-0.3,1.3
Almond,Montrone,5,Validation,8.25,9.0,-5.6,0.9
Almond,Montrone,6,Calibration,8.25,4.4,0.6,1.9
Almond,Montrone,6,Validation,8.25,10.1,5.5,0.8
Almond,Montrone,7,Calibration,8.25,6.0,0.4,1.4
Almond,Montrone,7,Validation,8.25,6.5,-1.3,1.3
Almond,Montrone,8,Calibration,8.25,5.1,0.3,1.6
Almond,Montrone,8,Validation,8.25,12.0,3.9,0.7
Almond,Montrone,9,Calibration,8.25,5.4,0.4,1.5
Almond,Montrone,9,Validation,8.25,11.0,7.2,0.8
Almond,Montrone,10,Calibration,8.25,4.7,-0.1,1.7
Almond,Montrone,10,Validation,8.25,10.6,5.6,0.8
Almond,Ne Plus Ultra,1,Calibration,10.25,5.1,-0.2,2.0
Almond,Ne Plus Ultra,1,Validation,10.25,13.9,-1.1,0.7
Almond,Ne Plus Ultra,2,Calibration,10.25,7.9,0.4,1.3
Almond,Ne Plus Ultra,2,Validation,10.25,4.6,-1.6,2.2
Almond,Ne Plus Ultra,3,Calibration,10.25,7.8,0.0,1.3
Almond,Ne Plus Ultra,3,Validation,10.25,8.8,-5.4,1.2
Almond,Ne Plus Ultra,4,Calibration,10.25,7.6,-0.1,1.3
Almond,Ne Plus Ultra,4,Validation,10.25,12.3,-6.9,0.8
Almond,Ne Plus Ultra,5,Calibration,10.25,7.0,0.3,1.5
Almond,Ne Plus Ultra,5,Validation,10.25,15.0,11.9,0.7
Almond,Ne Plus Ultra,6,Calibration,10.25,5.1,0.1,2.0
Almond,Ne Plus Ultra,6,Validation,10.25,13.2,5.0,0.8
Almond,Ne Plus Ultra,7,Calibration,10.25,6.1,0.2,1.7
Almond,Ne Plus Ultra,7,Validation,10.25,10.5,3.0,1.0
Almond,Ne Plus Ultra,8,Calibration,10.25,7.1,0.6,1.4
Almond,Ne Plus Ultra,8,Validation,10.25,14.6,3.1,0.7
Almond,Ne Plus Ultra,9,Calibration,10.25,5.6,0.3,1.8
Almond,Ne Plus Ultra,9,Validation,10.25,12.0,4.8,0.9
Almond,Ne Plus Ultra,10,Calibration,10.25,8.3,-0.3,1.2
Almond,Ne Plus Ultra,10,Validation,10.25,8.1,-2.7,1.3
Almond,Nonpareil,1,Calibration,9.5,4.5,-0.3,2.1
Almond,Nonpareil,1,Validation,9.5,13.5,7.8,0.7
Almond,Nonpareil,2,Calibration,9.5,6.4,0.0,1.5
Almond,Nonpareil,2,Validation,9.5,9.1,-2.1,1.0
Almond,Nonpareil,3,Calibration,9.5,6.2,0.1,1.5
Almond,Nonpareil,3,Validation,9.5,12.1,-8.1,0.8
Almond,Nonpareil,4,Calibration,9.5,7.0,-0.3,1.4
Almond,Nonpareil,4,Validation,9.5,6.6,-0.4,1.5
Almond,Nonpareil,5,Calibration,9.5,4.9,-1.2,1.9
Almond,Nonpareil,5,Validation,9.5,13.4,9.4,0.7
Almond,Nonpareil,6,Calibration,9.5,6.3,-0.4,1.5
Almond,Nonpareil,6,Validation,9.5,9.8,-6.1,1.0
Almond,Nonpareil,7,Calibration,9.5,6.8,0.1,1.4
Almond,Nonpareil,7,Validation,9.5,9.8,-7.8,1.0
Almond,Nonpareil,8,Calibration,9.5,6.7,-0.2,1.4
Almond,Nonpareil,8,Validation,9.5,8.8,-5.6,1.1
Almond,Nonpareil,9,Calibration,9.5,6.8,0.0,1.4
Almond,Nonpareil,9,Validation,9.5,8.4,2.5,1.1
Almond,Nonpareil,10,Calibration,9.5,6.8,0.2,1.4
Almond,Nonpareil,10,Validation,9.5,6.8,-5.9,1.4
Almond,Pizzuta,1,Calibration,14,8.0,0.1,1.8
Almond,Pizzuta,1,Validation,14,11.2,2.9,1.2
Almond,Pizzuta,2,Calibration,14,6.2,0.0,2.3
Almond,Pizzuta,2,Validation,14,15.6,-1.7,0.9
Almond,Pizzuta,3,Calibration,14,7.5,0.3,1.9
Almond,Pizzuta,3,Validation,14,15.4,-11.5,0.9
Almond,Pizzuta,4,Calibration,14,9.0,0.3,1.6
Almond,Pizzuta,4,Validation,14,8.4,1.6,1.7
Almond,Pizzuta,5,Calibration,14,8.5,-1.6,1.6
Almond,Pizzuta,5,Validation,14,10.2,-1.6,1.4
Almond,Pizzuta,6,Calibration,14,8.6,-0.7,1.6
Almond,Pizzuta,6,Validation,14,12.1,0.5,1.2
Almond,Pizzuta,7,Calibration,14,7.3,0.8,1.9
Almond,Pizzuta,7,Validation,14,14.1,-8.4,1.0
Almond,Pizzuta,8,Calibration,14,9.5,1.0,1.5
Almond,Pizzuta,8,Validation,14,8.0,1.8,1.8
Almond,Pizzuta,9,Calibration,14,5.9,-0.4,2.4
Almond,Pizzuta,9,Validation,14,16.7,2.0,0.8
Almond,Pizzuta,10,Calibration,14,8.9,0.7,1.6
Almond,Pizzuta,10,Validation,14,11.6,2.7,1.2
Almond,Ramlet R249,1,Calibration,12.5,6.6,0.5,1.9
Almond,Ramlet R249,1,Validation,12.5,15.3,2.6,0.8
Almond,Ramlet R249,2,Calibration,12.5,9.1,0.8,1.4
Almond,Ramlet R249,2,Validation,12.5,10.7,4.3,1.2
Almond,Ramlet R249,3,Calibration,12.5,7.2,1.4,1.7
Almond,Ramlet R249,3,Validation,12.5,15.0,8.9,0.8
Almond,Ramlet R249,4,Calibration,12.5,9.6,0.8,1.3
Almond,Ramlet R249,4,Validation,12.5,2.6,1.7,4.9
Almond,Ramlet R249,5,Calibration,12.5,6.8,-0.2,1.8
Almond,Ramlet R249,5,Validation,12.5,14.9,-0.1,0.8
Almond,Ramlet R249,6,Calibration,12.5,9.0,1.0,1.4
Almond,Ramlet R249,6,Validation,12.5,8.1,2.9,1.5
Almond,Ramlet R249,7,Calibration,12.5,7.8,0.5,1.6
Almond,Ramlet R249,7,Validation,12.5,14.1,0.0,0.9
Almond,Ramlet R249,8,Calibration,12.5,8.8,0.7,1.4
Almond,Ramlet R249,8,Validation,12.5,12.1,-9.1,1.0
Almond,Ramlet R249,9,Calibration,12.5,9.9,-0.4,1.3
Almond,Ramlet R249,9,Validation,12.5,7.4,-3.8,1.7
Almond,Ramlet R249,10,Calibration,12.5,8.2,-0.5,1.5
Almond,Ramlet R249,10,Validation,12.5,12.1,-0.7,1.0
Almond,Ramlet R250,1,Calibration,8.5,7.4,-0.3,1.2
Almond,Ramlet R250,1,Validation,8.5,8.6,-2.8,1.0
Almond,Ramlet R250,2,Calibration,8.5,6.6,0.3,1.3
Almond,Ramlet R250,2,Validation,8.5,8.7,-2.4,1.0
Almond,Ramlet R250,3,Calibration,8.5,5.9,0.3,1.4
Almond,Ramlet R250,3,Validation,8.5,9.1,3.5,0.9
Almond,Ramlet R250,4,Calibration,8.5,6.6,0.7,1.3
Almond,Ramlet R250,4,Validation,8.5,11.2,-4.4,0.8
Almond,Ramlet R250,5,Calibration,8.5,7.0,0.8,1.2
Almond,Ramlet R250,5,Validation,8.5,8.2,4.9,1.0
Almond,Ramlet R250,6,Calibration,8.5,6.3,-0.1,1.4
Almond,Ramlet R250,6,Validation,8.5,8.9,3.9,1.0
Almond,Ramlet R250,7,Calibration,8.5,7.6,0.1,1.1
Almond,Ramlet R250,7,Validation,8.5,5.6,0.5,1.5
Almond,Ramlet R250,8,Calibration,8.5,6.4,-0.3,1.3
Almond,Ramlet R250,8,Validation,8.5,8.8,0.4,1.0
Almond,Ramlet R250,9,Calibration,8.5,6.3,0.2,1.4
Almond,Ramlet R250,9,Validation,8.5,10.5,4.0,0.8
Almond,Ramlet R250,10,Calibration,8.5,7.1,-0.4,1.2
Almond,Ramlet R250,10,Validation,8.5,8.3,-5.3,1.0
Almond,Soukaret,1,Calibration,10,4.5,0.0,2.2
Almond,Soukaret,1,Validation,10,11.1,1.8,0.9
Almond,Soukaret,2,Calibration,10,4.6,-0.1,2.2
Almond,Soukaret,2,Validation,10,12.4,7.0,0.8
Almond,Soukaret,3,Calibration,10,7.5,0.1,1.3
Almond,Soukaret,3,Validation,10,6.8,-5.7,1.5
Almond,Soukaret,4,Calibration,10,4.6,-0.4,2.2
Almond,Soukaret,4,Validation,10,11.1,4.7,0.9
Almond,Soukaret,5,Calibration,10,7.0,-0.2,1.4
Almond,Soukaret,5,Validation,10,6.8,-4.1,1.5
Almond,Soukaret,6,Calibration,10,7.2,0.6,1.4
Almond,Soukaret,6,Validation,10,10.4,-0.4,1.0
Almond,Soukaret,7,Calibration,10,3.9,-0.4,2.5
Almond,Soukaret,7,Validation,10,13.7,1.8,0.7
Almond,Soukaret,8,Calibration,10,7.5,0.5,1.3
Almond,Soukaret,8,Validation,10,4.2,0.7,2.4
Almond,Soukaret,9,Calibration,10,7.2,0.2,1.4
Almond,Soukaret,9,Validation,10,4.1,-0.8,2.5
Almond,Soukaret,10,Calibration,10,7.1,-0.8,1.4
Almond,Soukaret,10,Validation,10,11.1,-4.6,0.9
Almond,Tarragona,1,Calibration,9.75,4.6,0.2,2.1
Almond,Tarragona,1,Validation,9.75,8.2,1.7,1.2
Almond,Tarragona,2,Calibration,9.75,5.2,-0.2,1.9
Almond,Tarragona,2,Validation,9.75,4.6,-2.4,2.1
Almond,Tarragona,3,Calibration,9.75,4.8,0.1,2.0
Almond,Tarragona,3,Validation,9.75,9.9,3.6,1.0
Almond,Tarragona,4,Calibration,9.75,5.2,-0.4,1.9
Almond,Tarragona,4,Validation,9.75,6.6,-4.4,1.5
Almond,Tarragona,5,Calibration,9.75,4.1,0.3,2.4
Almond,Tarragona,5,Validation,9.75,4.8,-1.4,2.0
Almond,Tarragona,6,Calibration,9.75,4.9,-0.6,2.0
Almond,Tarragona,6,Validation,9.75,5.3,-0.7,1.8
Almond,Tarragona,7,Calibration,9.75,5.6,-0.8,1.7
Almond,Tarragona,7,Validation,9.75,2.7,-0.6,3.5
Almond,Tarragona,8,Calibration,9.75,5.6,-0.3,1.7
Almond,Tarragona,8,Validation,9.75,3.0,-1.2,3.3
Almond,Tarragona,9,Calibration,9.75,5.7,-0.1,1.7
Almond,Tarragona,9,Validation,9.75,2.0,-0.3,4.9
Almond,Tarragona,10,Calibration,9.75,5.6,-0.8,1.8
Almond,Tarragona,10,Validation,9.75,2.9,-0.9,3.4
Almond,Tozeur 1,1,Calibration,10,4.9,-0.5,2.0
Almond,Tozeur 1,1,Validation,10,10.4,-1.6,1.0
Almond,Tozeur 1,2,Calibration,10,6.5,-0.6,1.5
Almond,Tozeur 1,2,Validation,10,8.6,-0.4,1.2
Almond,Tozeur 1,3,Calibration,10,7.3,-0.1,1.4
Almond,Tozeur 1,3,Validation,10,6.5,-4.1,1.5
Almond,Tozeur 1,4,Calibration,10,5.4,0.2,1.8
Almond,Tozeur 1,4,Validation,10,12.5,7.2,0.8
Almond,Tozeur 1,5,Calibration,10,5.6,0.0,1.8
Almond,Tozeur 1,5,Validation,10,9.1,2.4,1.1
Almond,Tozeur 1,6,Calibration,10,6.2,0.5,1.6
Almond,Tozeur 1,6,Validation,10,8.6,0.1,1.2
Almond,Tozeur 1,7,Calibration,10,6.3,0.2,1.6
Almond,Tozeur 1,7,Validation,10,9.0,-1.6,1.1
Almond,Tozeur 1,8,Calibration,10,5.3,-0.7,1.9
Almond,Tozeur 1,8,Validation,10,11.6,-5.2,0.9
Almond,Tozeur 1,9,Calibration,10,4.1,-0.1,2.4
Almond,Tozeur 1,9,Validation,10,12.9,-4.0,0.8
Almond,Tozeur 1,10,Calibration,10,5.8,-0.5,1.7
Almond,Tozeur 1,10,Validation,10,6.9,1.7,1.5
Almond,Tozeur 2,1,Calibration,15.25,8.8,0.7,1.7
Almond,Tozeur 2,1,Validation,15.25,9.4,-7.5,1.6
Almond,Tozeur 2,2,Calibration,15.25,10.0,-0.2,1.5
Almond,Tozeur 2,2,Validation,15.25,4.7,2.0,3.2
Almond,Tozeur 2,3,Calibration,15.25,7.9,0.1,1.9
Almond,Tozeur 2,3,Validation,15.25,15.3,-11.9,1.0
Almond,Tozeur 2,4,Calibration,15.25,7.7,-0.9,2.0
Almond,Tozeur 2,4,Validation,15.25,13.5,-5.5,1.1
Almond,Tozeur 2,5,Calibration,15.25,8.8,-0.4,1.7
Almond,Tozeur 2,5,Validation,15.25,6.2,-4.8,2.5
Almond,Tozeur 2,6,Calibration,15.25,8.3,-1.7,1.8
Almond,Tozeur 2,6,Validation,15.25,10.0,-5.9,1.5
Almond,Tozeur 2,7,Calibration,15.25,7.8,0.8,2.0
Almond,Tozeur 2,7,Validation,15.25,14.7,-1.7,1.0
Almond,Tozeur 2,8,Calibration,15.25,9.0,-1.1,1.7
Almond,Tozeur 2,8,Validation,15.25,8.3,-4.3,1.8
Almond,Tozeur 2,9,Calibration,15.25,8.9,0.4,1.7
Almond,Tozeur 2,9,Validation,15.25,8.1,-5.9,1.9
Almond,Tozeur 2,10,Calibration,15.25,8.3,1.1,1.8
Almond,Tozeur 2,10,Validation,15.25,9.7,-0.8,1.6
Almond,Tozeur 4,1,Calibration,9.5,5.6,0.4,1.7
Almond,Tozeur 4,1,Validation,9.5,6.9,1.5,1.4
Almond,Tozeur 4,2,Calibration,9.5,6.3,-0.3,1.5
Almond,Tozeur 4,2,Validation,9.5,6.3,-1.2,1.5
Almond,Tozeur 4,3,Calibration,9.5,5.4,-0.3,1.8
Almond,Tozeur 4,3,Validation,9.5,9.7,-3.4,1.0
Almond,Tozeur 4,4,Calibration,9.5,6.3,0.2,1.5
Almond,Tozeur 4,4,Validation,9.5,10.7,-7.7,0.9
Almond,Tozeur 4,5,Calibration,9.5,6.5,0.9,1.5
Almond,Tozeur 4,5,Validation,9.5,7.3,1.3,1.3
Almond,Tozeur 4,6,Calibration,9.5,6.0,0.6,1.6
Almond,Tozeur 4,6,Validation,9.5,9.7,6.4,1.0
Almond,Tozeur 4,7,Calibration,9.5,4.9,-1.0,1.9
Almond,Tozeur 4,7,Validation,9.5,9.1,-1.3,1.0
Almond,Tozeur 4,8,Calibration,9.5,5.5,0.1,1.7
Almond,Tozeur 4,8,Validation,9.5,7.3,2.1,1.3
Almond,Tozeur 4,9,Calibration,9.5,2.5,0.1,3.8
Almond,Tozeur 4,9,Validation,9.5,15.6,7.1,0.6
Almond,Tozeur 4,10,Calibration,9.5,6.5,0.3,1.5
Almond,Tozeur 4,10,Validation,9.5,6.4,-5.3,1.5
Almond,Trell,1,Calibration,9.5,2.2,0.0,4.3
Almond,Trell,1,Validation,9.5,10.4,6.0,0.9
Almond,Trell,2,Calibration,9.5,5.3,0.1,1.8
Almond,Trell,2,Validation,9.5,4.3,-3.4,2.2
Almond,Trell,3,Calibration,9.5,4.6,0.1,2.1
Almond,Trell,3,Validation,9.5,5.3,-4.7,1.8
Almond,Trell,4,Calibration,9.5,2.5,-0.3,3.8
Almond,Trell,4,Validation,9.5,8.8,2.8,1.1
Almond,Trell,5,Calibration,9.5,4.7,0.1,2.0
Almond,Trell,5,Validation,9.5,10.1,7.2,0.9
Almond,Trell,6,Calibration,9.5,5.4,0.4,1.8
Almond,Trell,6,Validation,9.5,3.0,-2.2,3.2
Almond,Trell,7,Calibration,9.5,5.3,0.1,1.8
Almond,Trell,7,Validation,9.5,7.5,-2.5,1.3
Almond,Trell,8,Calibration,9.5,5.2,-0.1,1.8
Almond,Trell,8,Validation,9.5,6.0,-5.3,1.6
Almond,Trell,9,Calibration,9.5,4.5,0.1,2.1
Almond,Trell,9,Validation,9.5,3.1,-2.3,3.0
Almond,Trell,10,Calibration,9.5,5.0,0.3,1.9
Almond,Trell,10,Validation,9.5,4.0,-3.3,2.4
Almond,Tuono,1,Calibration,6,7.5,0.7,0.8
Almond,Tuono,1,Validation,6,6.0,-2.1,1.0
Almond,Tuono,2,Calibration,6,6.5,0.0,0.9
Almond,Tuono,2,Validation,6,10.9,1.4,0.6
Almond,Tuono,3,Calibration,6,6.1,-0.1,1.0
Almond,Tuono,3,Validation,6,9.9,2.8,0.6
Almond,Tuono,4,Calibration,6,7.1,0.1,0.8
Almond,Tuono,4,Validation,6,6.1,-0.8,1.0
Almond,Tuono,5,Calibration,6,6.2,0.0,1.0
Almond,Tuono,5,Validation,6,13.4,6.1,0.4
Almond,Tuono,6,Calibration,6,5.7,-0.3,1.1
Almond,Tuono,6,Validation,6,10.5,0.4,0.6
Almond,Tuono,7,Calibration,6,6.4,0.2,0.9
Almond,Tuono,7,Validation,6,9.5,6.6,0.6
Almond,Tuono,8,Calibration,6,5.9,0.0,1.0
Almond,Tuono,8,Validation,6,13.0,4.5,0.5
Almond,Tuono,9,Calibration,6,7.0,-0.7,0.9
Almond,Tuono,9,Validation,6,7.5,2.2,0.8
Almond,Tuono,10,Calibration,6,6.3,0.3,1.0
Almond,Tuono,10,Validation,6,9.2,-0.9,0.7
Almond,Tuono Taronto,1,Calibration,13.25,7.3,-0.6,1.8
Almond,Tuono Taronto,1,Validation,13.25,18.0,-6.5,0.7
Almond,Tuono Taronto,2,Calibration,13.25,9.7,-0.1,1.4
Almond,Tuono Taronto,2,Validation,13.25,4.0,-0.5,3.3
Almond,Tuono Taronto,3,Calibration,13.25,7.1,0.2,1.9
Almond,Tuono Taronto,3,Validation,13.25,8.1,-0.1,1.6
Almond,Tuono Taronto,4,Calibration,13.25,6.0,-0.4,2.2
Almond,Tuono Taronto,4,Validation,13.25,12.9,-7.7,1.0
Almond,Tuono Taronto,5,Calibration,13.25,8.5,0.7,1.6
Almond,Tuono Taronto,5,Validation,13.25,9.4,3.9,1.4
Almond,Tuono Taronto,6,Calibration,13.25,4.8,0.1,2.8
Almond,Tuono Taronto,6,Validation,13.25,14.7,10.0,0.9
Almond,Tuono Taronto,7,Calibration,13.25,6.8,-0.5,1.9
Almond,Tuono Taronto,7,Validation,13.25,11.9,2.0,1.1
Almond,Tuono Taronto,8,Calibration,13.25,8.2,-0.7,1.6
Almond,Tuono Taronto,8,Validation,13.25,8.6,-7.6,1.5
Almond,Tuono Taronto,9,Calibration,13.25,6.7,-0.4,2.0
Almond,Tuono Taronto,9,Validation,13.25,11.1,-6.7,1.2
Almond,Tuono Taronto,10,Calibration,13.25,8.2,1.5,1.6
Almond,Tuono Taronto,10,Validation,13.25,9.9,-2.2,1.3
Almond,Zahaf,1,Calibration,10,7.8,0.6,1.3
Almond,Zahaf,1,Validation,10,6.0,-2.8,1.7
Almond,Zahaf,2,Calibration,10,6.0,0.1,1.7
Almond,Zahaf,2,Validation,10,12.2,-3.1,0.8
Almond,Zahaf,3,Calibration,10,7.1,-0.2,1.4
Almond,Zahaf,3,Validation,10,7.8,1.5,1.3
Almond,Zahaf,4,Calibration,10,4.3,-0.2,2.3
Almond,Zahaf,4,Validation,10,11.5,2.8,0.9
Almond,Zahaf,5,Calibration,10,6.3,0.3,1.6
Almond,Zahaf,5,Validation,10,11.3,7.8,0.9
Almond,Zahaf,6,Calibration,10,7.1,-0.3,1.4
Almond,Zahaf,6,Validation,10,7.6,-0.9,1.3
Almond,Zahaf,7,Calibration,10,5.8,-0.3,1.7
Almond,Zahaf,7,Validation,10,10.8,7.5,0.9
Almond,Zahaf,8,Calibration,10,5.0,-0.5,2.0
Almond,Zahaf,8,Validation,10,11.6,-1.7,0.9
Almond,Zahaf,9,Calibration,10,6.5,0.0,1.5
Almond,Zahaf,9,Validation,10,13.7,6.3,0.7
Almond,Zahaf,10,Calibration,10,6.9,-1.0,1.5
Almond,Zahaf,10,Validation,10,9.1,1.0,1.1
Apple,Berlepsch,1,Calibration,13,4.0,-0.8,3.3
Apple,Berlepsch,1,Validation,13,4.5,-0.5,2.9
Apple,Berlepsch,2,Calibration,13,4.5,-1.1,2.9
Apple,Berlepsch,2,Validation,13,3.8,-2.4,3.4
Apple,Berlepsch,3,Calibration,13,4.6,-0.4,2.8
Apple,Berlepsch,3,Validation,13,3.7,-1.3,3.6
Apple,Berlepsch,4,Calibration,13,4.2,-1.2,3.1
Apple,Berlepsch,4,Validation,13,4.0,-0.8,3.3
Apple,Berlepsch,5,Calibration,13,3.8,-0.8,3.4
Apple,Berlepsch,5,Validation,13,5.2,-0.9,2.5
Apple,Berlepsch,6,Calibration,13,4.5,-0.8,2.9
Apple,Berlepsch,6,Validation,13,2.4,-0.8,5.3
Apple,Berlepsch,7,Calibration,13,3.5,-0.3,3.8
Apple,Berlepsch,7,Validation,13,5.6,2.4,2.3
Apple,Berlepsch,8,Calibration,13,3.9,0.5,3.4
Apple,Berlepsch,8,Validation,13,4.4,-2.4,3.0
Apple,Berlepsch,9,Calibration,13,4.2,0.3,3.1
Apple,Berlepsch,9,Validation,13,4.3,-1.1,3.0
Apple,Berlepsch,10,Calibration,13,4.6,0.4,2.8
Apple,Berlepsch,10,Validation,13,3.2,-2.0,4.0
Apple,Braeburn,1,Calibration,5,4.4,-1.3,1.1
Apple,Braeburn,1,Validation,5,1.8,-0.4,2.8
Apple,Braeburn,2,Calibration,5,3.1,-1.1,1.6
Apple,Braeburn,2,Validation,5,3.6,1.6,1.4
Apple,Braeburn,3,Calibration,5,3.1,0.5,1.6
Apple,Braeburn,3,Validation,5,3.1,1.1,1.6
Apple,Braeburn,4,Calibration,5,4.5,1.9,1.1
Apple,Braeburn,4,Validation,5,1.6,-0.5,3.2
Apple,Braeburn,5,Calibration,5,3.3,-0.2,1.5
Apple,Braeburn,5,Validation,5,2.7,-0.9,1.9
Apple,Braeburn,6,Calibration,5,3.6,1.3,1.4
Apple,Braeburn,6,Validation,5,4.6,3.0,1.1
Apple,Braeburn,7,Calibration,5,3.2,1.2,1.6
Apple,Braeburn,7,Validation,5,2.5,-1.9,2.0
Apple,Braeburn,8,Calibration,5,3.6,-0.4,1.4
Apple,Braeburn,8,Validation,5,3.0,-0.4,1.7
Apple,Braeburn,9,Calibration,5,2.7,0.5,1.9
Apple,Braeburn,9,Validation,5,3.8,-0.8,1.3
Apple,Braeburn,10,Calibration,5,2.9,-0.1,1.7
Apple,Braeburn,10,Validation,5,3.1,0.6,1.6
Apple,Cox Orange,1,Calibration,11,3.8,-0.7,2.9
Apple,Cox Orange,1,Validation,11,4.8,-1.1,2.3
Apple,Cox Orange,2,Calibration,11,5.1,0.8,2.2
Apple,Cox Orange,2,Validation,11,3.9,-1.0,2.8
Apple,Cox Orange,3,Calibration,11,4.0,-0.8,2.8
Apple,Cox Orange,3,Validation,11,4.5,-1.2,2.4
Apple,Cox Orange,4,Calibration,11,4.3,-0.5,2.6
Apple,Cox Orange,4,Validation,11,5.7,-1.6,1.9
Apple,Cox Orange,5,Calibration,11,5.1,-1.7,2.2
Apple,Cox Orange,5,Validation,11,4.0,1.1,2.7
Apple,Cox Orange,6,Calibration,11,5.0,-0.2,2.2
Apple,Cox Orange,6,Validation,11,3.7,1.3,3.0
Apple,Cox Orange,7,Calibration,11,5.8,-1.5,1.9
Apple,Cox Orange,7,Validation,11,4.7,-1.1,2.4
Apple,Cox Orange,8,Calibration,11,4.2,0.1,2.6
Apple,Cox Orange,8,Validation,11,6.5,0.2,1.7
Apple,Cox Orange,9,Calibration,11,4.8,-0.3,2.3
Apple,Cox Orange,9,Validation,11,5.0,-0.1,2.2
Apple,Cox Orange,10,Calibration,11,5.3,0.5,2.1
Apple,Cox Orange,10,Validation,11,3.7,-0.2,3.0
Apple,Elstar,1,Calibration,8,17.4,-3.5,0.5
Apple,Elstar,1,Validation,8,1.4,-0.9,5.9
Apple,Elstar,2,Calibration,8,17.9,-6.8,0.4
